title,mileage,primary_price,dealer_name,sds_rating_count,sds_rating_link_sds_button_link,link
2022 Mercedes-Benz GLC 300 Base 4MATIC,"9,995 mi.","$46,499",Sears Imported Autos,4.9,"2,176 reviews",https://www.cars.com/vehicledetail/6d6b841d-d864-4847-844b-389153d42d5e/
2022 Mercedes-Benz GLE 350 4MATIC,"18,588 mi.","$62,880",Mercedes-Benz of Pittsburgh,sds-rating--not-rated,77 reviews,https://www.cars.com/vehicledetail/c372a3d6-5831-4f78-a276-3bb37f3f8350/
2023 Mercedes-Benz CLA 250 Base 4MATIC,"1,063 mi.","$46,493",Mercedes-Benz Of Bedford,4.7,483 reviews,https://www.cars.com/vehicledetail/2f8a0335-c0e1-401d-8bde-72e1ef3628df/
2022 Mercedes-Benz GLC 300 4MATIC,"4,830 mi.","$44,995",Mercedes-Benz of Warwick,4.8,263 reviews,https://www.cars.com/vehicledetail/a1ac6e02-717a-42d0-af23-7bc20a21472f/
2021 Mercedes-Benz GLC 300 Base,"12,262 mi.","$43,995",Mercedes-Benz of Lynnwood,4.4,130 reviews,https://www.cars.com/vehicledetail/47503c12-a6d0-4b69-8f0a-01eeb194a559/
2021 Mercedes-Benz CLA 250 Base,"8,900 mi.","$37,993",Mercedes-Benz of Temecula,4.1,"1,397 reviews",https://www.cars.com/vehicledetail/5f25ff42-7684-45fd-b1cd-8ffd39555b3e/
2023 Mercedes-Benz GLB 250 Base,"2,712 mi.","$45,115",Mercedes-Benz of Arcadia,4.8,"1,178 reviews",https://www.cars.com/vehicledetail/2b32b0da-e764-495d-bc87-9cb2438f662e/
2019 Mercedes-Benz E-Class E 300,"26,050 mi.","$41,852",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/7ef92938-98ed-4fa9-aa9a-e3e60d2d1d77/
2019 Mercedes-Benz C-Class C 300 4MATIC,"51,420 mi.","$29,872",Sears Imported Autos,4.9,"2,176 reviews",https://www.cars.com/vehicledetail/0da55133-75fa-4943-a0de-541c97702feb/
2017 Mercedes-Benz C-Class C 300,"44,275 mi.","$26,253",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/0efb54f7-bf6e-411e-89ef-332442563d04/
2020 Mercedes-Benz S-Class S 450,"47,113 mi.","$59,326",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/47c31cdb-628c-477c-bef2-4fa8fd73e677/
2021 Mercedes-Benz GLC 300 4MATIC Coupe,"38,048 mi.","$49,192",Mercedes-Benz of Orange County NY,4.6,176 reviews,https://www.cars.com/vehicledetail/cbd5ba99-0a45-4e98-a3ff-e5ff2618a946/
2022 Mercedes-Benz CLA 250 Base 4MATIC,"17,058 mi.","$40,993",Astorg Auto of Charleston,4.8,618 reviews,https://www.cars.com/vehicledetail/802e831b-3373-4397-b5b2-8f7c82a3f6bf/
2021 Mercedes-Benz GLE 450 AWD 4MATIC,"16,440 mi.","$65,537",Mercedes-Benz of Rockville Centre,4.8,"1,394 reviews",https://www.cars.com/vehicledetail/2b2ee6cc-3fb4-4e17-ae0f-f606fb433d84/
2018 Mercedes-Benz GLC 300 Base 4MATIC,"30,483 mi.","$32,987",Mercedes-Benz of Houston Greenway,4.8,"2,580 reviews",https://www.cars.com/vehicledetail/135e213c-d44b-47d1-a632-3a12ed1b1f00/
2020 Mercedes-Benz AMG E 53 Base 4MATIC,"25,622 mi.","$62,914",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/9a3003a8-9ff3-4521-b773-f68b498c9925/
2016 Mercedes-Benz AMG GT AMG GT S,"43,000 mi.","$79,485",The Mercedes-Benz Center at Keeler Motor Car Company,5.0,50 reviews,https://www.cars.com/vehicledetail/842d2c4f-a557-4d83-9f0d-551146f8513a/
2022 Mercedes-Benz E-Class E 350,"7,745 mi.","$50,999",Mercedes-Benz of Marietta,4.6,572 reviews,https://www.cars.com/vehicledetail/855ac52b-96b5-4642-a39f-ca94f016b382/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"13,663 mi.","$74,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/3ca6348c-9e43-4345-be39-98869b13a6ed/
2018 Mercedes-Benz GLE 350 Base 4MATIC,"67,234 mi.","$35,500",Mercedes-Benz of Kansas City,4.7,755 reviews,https://www.cars.com/vehicledetail/799290fb-f2b3-4607-b77c-a18948182e15/
2023 Mercedes-Benz S-Class S 500 4MATIC,"1,368 mi.","$112,995",Mercedes-Benz of Rochester,4.6,147 reviews,https://www.cars.com/vehicledetail/609762dc-b816-4893-b791-72e99ad00946/
2022 Mercedes-Benz GLC 300 4MATIC,"6,195 mi.","$43,495",Mercedes-Benz of Warwick,4.8,263 reviews,https://www.cars.com/vehicledetail/70053df5-b97b-49d1-8718-45525f2739a0/
2020 Mercedes-Benz C-Class C 300,"7,288 mi.","$36,999",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/6f807354-0cd5-458f-a458-e72830faf541/
2023 Mercedes-Benz EQE 350 Base 4MATIC,727 mi.,"$85,905","Viti, Inc.",4.9,739 reviews,https://www.cars.com/vehicledetail/72c3bab6-bcc6-424c-b6e4-17d51933d6a5/
2020 Mercedes-Benz E-Class E 350,"32,282 mi.","$39,997",Mercedes-Benz of Calabasas,4.8,956 reviews,https://www.cars.com/vehicledetail/43beb675-d351-4647-a134-081f47f39b57/
2019 Mercedes-Benz E-Class E 300 AMG Line,"34,396 mi.","$39,950",Mercedes-Benz Of Athens,4.2,275 reviews,https://www.cars.com/vehicledetail/d5a4987d-85e0-49c5-ba22-a9fa940b9a9e/
2019 Mercedes-Benz GLC 300 Base,"48,722 mi.","$30,029",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/84c4e7ce-5d22-47f2-b259-230b6ff5496b/
2021 Mercedes-Benz GLE 450 AWD 4MATIC,"26,235 mi.","$60,547",Mercedes-Benz of Flemington,sds-rating--not-rated,29 reviews,https://www.cars.com/vehicledetail/1fb9203b-496f-4336-9bb7-3544b573c63d/
2022 Mercedes-Benz GLB 250 Base,"8,376 mi.","$42,839",Mercedes-Benz of Fort Lauderdale,4.5,"1,159 reviews",https://www.cars.com/vehicledetail/6c54bf1e-2844-4429-a92b-154ffa89168d/
2020 Mercedes-Benz GLB 250 Base 4MATIC,"25,230 mi.","$36,983",Mercedes-Benz of Burlington,3.4,270 reviews,https://www.cars.com/vehicledetail/caf042ef-2d1b-4c26-b076-4d771f947913/
2019 Mercedes-Benz E-Class E 300,"37,419 mi.","$36,000",Mercedes-Benz of Buckhead,4.1,931 reviews,https://www.cars.com/vehicledetail/c9594522-5b5e-484a-bc94-b2a21b68c7ab/
2018 Mercedes-Benz GLA 250 Base,"41,820 mi.","$29,914",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/db1166f1-94e6-4c8b-9355-86bb3c05b901/
2022 Mercedes-Benz S-Class S 580 4MATIC,"4,270 mi.","$116,995",Mercedes-Benz of Rochester,4.6,147 reviews,https://www.cars.com/vehicledetail/03e2f1fb-6c21-4bce-b302-996f8d001dcc/
2022 Mercedes-Benz S-Class S 580 4MATIC,"8,895 mi.","$110,654",Mercedes-Benz of Des Moines,4.0,353 reviews,https://www.cars.com/vehicledetail/cf829129-71a9-40a7-b8ab-e298a44b051e/
2018 Mercedes-Benz S-Class S 560 4MATIC,"29,142 mi.","$82,988",Mercedes-Benz of Mt. Pleasant,4.7,64 reviews,https://www.cars.com/vehicledetail/219e9e22-d51d-4d54-8794-9e73001725ca/
2020 Mercedes-Benz S-Class S 560,"4,817 mi.","$77,893",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/d4959cdc-de8c-498f-9e3a-d95ba31244e5/
2017 Mercedes-Benz GLE 350 Base,"91,166 mi.","$21,991",Gettel Hyundai Sarasota,4.4,"1,629 reviews",https://www.cars.com/vehicledetail/865ba6b5-93cc-4fd3-aa47-3c877eccd7ee/
2021 Mercedes-Benz AMG G 63 Base,"23,333 mi.","$195,500",Mercedes-Benz of Knoxville,4.8,336 reviews,https://www.cars.com/vehicledetail/a9801a30-0bb9-4510-8b88-accfc157cc0d/
2022 Mercedes-Benz AMG E 53 Base 4MATIC,"6,043 mi.","$85,360",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/c2492813-ddde-44f5-88f9-8c16f8e5fd8b/
2020 Mercedes-Benz S-Class S 560 4MATIC,"23,920 mi.","$72,446",Mercedes-Benz of White Plains,4.3,"1,645 reviews",https://www.cars.com/vehicledetail/e9758a51-275d-4403-9b9b-a4a54a45f7c3/
2020 Mercedes-Benz C-Class C 300 4MATIC,"45,689 mi.","$32,535",Autohaus on Edens,4.7,"2,364 reviews",https://www.cars.com/vehicledetail/6f67be79-4579-49a1-b286-b2b255f5b7a6/
2022 Mercedes-Benz GLE 350 Base,"31,066 mi.","$55,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/69073903-e263-47bf-9d40-86d18b1e7ae2/
2022 Mercedes-Benz GLC 300 Base,"7,678 mi.","$41,777",Mercedes-Benz of South Bay,4.5,"1,773 reviews",https://www.cars.com/vehicledetail/4e5df141-1518-4d9f-9b82-671405d6df26/
2022 Mercedes-Benz AMG GLB 35 Base,"4,895 mi.","$53,990",Mercedes-Benz of Hunt Valley,4.7,649 reviews,https://www.cars.com/vehicledetail/f90a24b4-c9d9-45da-bb61-06cf24136835/
2021 Mercedes-Benz GLA 250 Base 4MATIC,"20,103 mi.","$38,313",Mercedes-Benz of Nanuet,4.7,262 reviews,https://www.cars.com/vehicledetail/d975a190-6484-4afd-8db8-06d042c219c1/
2019 Mercedes-Benz A-Class A 220 4MATIC,"50,318 mi.","$28,750",Napleton's Valley Hyundai,4.7,"3,091 reviews",https://www.cars.com/vehicledetail/3120ba26-17df-4320-8521-5b2f649f9a0c/
2020 Mercedes-Benz E-Class E 450 4MATIC,"37,579 mi.","$57,495",Mercedes-Benz of Rochester,4.6,147 reviews,https://www.cars.com/vehicledetail/5d64ae2c-4e08-4a53-8eae-1eeda96fa056/
2019 Mercedes-Benz GLC 300 Base,"68,182 mi.","$24,390",Mercedes-Benz of Fort Lauderdale,4.5,"1,159 reviews",https://www.cars.com/vehicledetail/e32d70cf-57e6-4861-a81f-160ab4af4308/
2022 Mercedes-Benz GLB 250 Base,"8,848 mi.","$41,959",Mercedes-Benz of Birmingham,4.9,858 reviews,https://www.cars.com/vehicledetail/fbce7112-dc3b-4493-a95c-545004efb5aa/
2022 Mercedes-Benz EQS 450+ ,"5,897 mi.","$88,000",New Country Motor Cars,3.3,600 reviews,https://www.cars.com/vehicledetail/d8ebd452-6eb3-48ff-849c-1c657b560ad0/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"47,720 mi.","$35,491",Mercedes-Benz of Gilbert,3.8,346 reviews,https://www.cars.com/vehicledetail/cb0d3e2d-feab-4dc5-933e-e5c79f2b4e64/
2023 Mercedes-Benz AMG GLE 53 Base,"4,953 mi.","$89,900",Rallye Motors,4.8,"4,186 reviews",https://www.cars.com/vehicledetail/607d509b-f800-4360-8e6b-0719043a4973/
2021 Mercedes-Benz GLA 250 Base,"26,045 mi.","$39,914",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/80574dc7-ecce-4cc5-84d6-a2802299d119/
2021 Mercedes-Benz AMG GLE 53 Base,"33,347 mi.","$74,082",Mercedes-Benz of Fayetteville,4.8,"1,240 reviews",https://www.cars.com/vehicledetail/92c5a5f9-f377-49f5-b110-528cff9ca505/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"3,782 mi.","$40,977",Mercedes-Benz of Westmont,4.6,"1,066 reviews",https://www.cars.com/vehicledetail/753eef04-bc13-452b-907c-84d8ed879577/
2019 Mercedes-Benz SL 450 Base,"38,233 mi.","$64,498",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/6454f1ca-dbcd-4310-897f-1b7d5d9bc111/
2020 Mercedes-Benz C-Class C 300 4MATIC,"26,099 mi.","$34,945",Mercedes-Benz of Marin,sds-rating--not-rated,0 reviews,https://www.cars.com/vehicledetail/e546d3b4-9e3f-4133-9dcb-3b4ba79dbe70/
2022 Mercedes-Benz Maybach GLS 600 4MATIC,"1,498 mi.","$203,995",Ray Catena Mercedes Benz Freehold,4.7,764 reviews,https://www.cars.com/vehicledetail/df7cfaee-b83f-4786-b3a0-c42357a2c252/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"23,978 mi.","$36,180",Mercedes-Benz of Ontario,4.8,"2,011 reviews",https://www.cars.com/vehicledetail/dbb4de86-94be-47c7-bd75-ada615d9c207/
2020 Mercedes-Benz C-Class C 300 4MATIC,"24,416 mi.","$36,790",Mercedes-Benz of Union,4.7,915 reviews,https://www.cars.com/vehicledetail/5a9ec1c9-1e56-43e5-9708-f2ef96670e95/
2019 Mercedes-Benz C-Class C 300,"41,100 mi.","$32,880",Star Motor Cars,3.8,62 reviews,https://www.cars.com/vehicledetail/6cf4b31a-8b69-416c-8700-8bcbacf1298c/
2020 Mercedes-Benz A-Class A 220,"41,194 mi.","$29,991",Mercedes-Benz of Gilbert,3.8,346 reviews,https://www.cars.com/vehicledetail/1f930c9a-9c0f-4cd9-8c9f-bb5c1f3deaac/
2021 Mercedes-Benz E-Class E 350 4MATIC,"26,129 mi.","$49,224",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/b231655e-16db-4ff2-97cc-4ce0955fda41/
2019 Mercedes-Benz GLC 300 Base,"20,209 mi.","$35,884",Mercedes-Benz of Honolulu,4.9,"1,144 reviews",https://www.cars.com/vehicledetail/a95d4319-0f6b-48bd-9fc4-e14dfc8746ed/
2022 Mercedes-Benz GLE 350 Base 4MATIC,"14,720 mi.","$67,106",Morrie's Mercedes Benz of St. Paul,4.8,271 reviews,https://www.cars.com/vehicledetail/124dfad6-cea0-4c8c-a49c-b3f10b97da58/
2022 Mercedes-Benz AMG GLB 35 Base,"3,240 mi.","$60,000",Mercedes-Benz of Buckhead,4.1,931 reviews,https://www.cars.com/vehicledetail/23fe7e10-26e2-4326-a921-c47f7aec00fb/
2020 Mercedes-Benz E-Class E 350 4MATIC,"28,061 mi.","$42,012",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/710dcbb9-1f22-46b3-831e-e4646447ed34/
2020 Mercedes-Benz GLB 250 Base 4MATIC,"30,093 mi.","$37,999",Ray Catena Mercedes Benz Freehold,4.7,764 reviews,https://www.cars.com/vehicledetail/78167e40-f1a6-40fb-892f-1155fcbb5fca/
2020 Mercedes-Benz GLC 350e Base 4MATIC,"6,477 mi.","$43,998",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/52978829-a787-4acf-98bd-e8709ca00628/
2020 Mercedes-Benz GLE 350 Base 4MATIC,"13,221 mi.","$52,623",John Sisson Motors,2.6,37 reviews,https://www.cars.com/vehicledetail/607806ac-8099-4f4a-b9c6-5e8d9e28d1df/
2020 Mercedes-Benz GLE 350 Base,"34,457 mi.","$52,998",Mercedes-Benz of Pompano,4.5,780 reviews,https://www.cars.com/vehicledetail/76ce91a7-ba46-46e6-8579-17f8ea988c1a/
2019 Mercedes-Benz C-Class C 300 4MATIC,"49,907 mi.","$27,995",Mercedes-Benz of Westmont,4.6,"1,066 reviews",https://www.cars.com/vehicledetail/22d2598c-4bd8-4217-926d-f707b73946ff/
2019 Mercedes-Benz GLE 400 Base 4MATIC,"39,983 mi.","$37,851",Bob Rohrman Hyundai,sds-rating--not-rated,25 reviews,https://www.cars.com/vehicledetail/9df94e72-c2a8-4991-af94-11739e95f0d9/
2019 Mercedes-Benz C-Class C 300,"29,215 mi.","$33,387",Mercedes-Benz of Farmington,3.9,272 reviews,https://www.cars.com/vehicledetail/3f83f365-2da3-4e2a-9d8f-d7d668d6ab9e/
2020 Mercedes-Benz AMG CLA 35 Base 4MATIC,"23,458 mi.","$43,999",Autobahn Motors,4.8,992 reviews,https://www.cars.com/vehicledetail/51907000-db14-4966-9fd2-1520e6499a9e/
2020 Mercedes-Benz E-Class E 350,"42,716 mi.","$37,995",Mercedes-Benz of South Bay,4.5,"1,773 reviews",https://www.cars.com/vehicledetail/b57c7cf4-4887-4dba-b6d5-1c33b2486676/
2022 Mercedes-Benz E-Class E 350,"8,517 mi.","$59,991",Mercedes-Benz of Temecula,4.1,"1,397 reviews",https://www.cars.com/vehicledetail/025c212f-e527-489e-9213-ba2d5026e539/
2018 Mercedes-Benz S-Class S 450 4MATIC,"64,898 mi.","$49,990",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/3fa83b8a-80f7-425d-ac9e-6bab40e34734/
2020 Mercedes-Benz C-Class C 300 4MATIC,"34,370 mi.","$35,500",Mercedes-Benz of Lynnwood,4.4,130 reviews,https://www.cars.com/vehicledetail/65bd8056-791b-4a8d-af89-ed848278b17d/
2019 Mercedes-Benz C-Class C 300 4MATIC,"27,160 mi.","$33,995",Mercedes-Benz of Lynnwood,4.4,130 reviews,https://www.cars.com/vehicledetail/197dd638-2a01-49b2-9f03-b4ff81330372/
2022 Mercedes-Benz EQS 450+ Base,"9,980 mi.","$75,986",Mercedes-Benz of Houston Greenway,4.8,"2,580 reviews",https://www.cars.com/vehicledetail/07d2068b-9381-497a-9717-d3ab789c0013/
2022 Mercedes-Benz GLB 250 ,"7,328 mi.","$41,595",Mercedes-Benz of Shrewsbury,4.6,200 reviews,https://www.cars.com/vehicledetail/7fd70c85-53f5-4c7a-a4cd-23b583f78a72/
2020 Mercedes-Benz A-Class A 220 4MATIC,"46,595 mi.","$29,744",Mercedes-Benz of Ann Arbor,sds-rating--not-rated,465 reviews,https://www.cars.com/vehicledetail/bcb88f99-7fb6-4bf5-b2fa-ff4051205684/
2017 Mercedes-Benz E-Class E 300 Luxury,"34,542 mi.","$30,998",Mercedes-Benz of Hunt Valley,4.7,649 reviews,https://www.cars.com/vehicledetail/d7a87365-0b09-48a9-8829-56750d125f46/
2022 Mercedes-Benz S-Class S 580 4MATIC,"7,406 mi.","$107,569",Mercedes-Benz of Pleasanton,2.6,61 reviews,https://www.cars.com/vehicledetail/a33f18dc-ce98-4078-8139-3e443cbf8b57/
2022 Mercedes-Benz GLC 300 Base 4MATIC,"2,146 mi.","$44,760",Autohaus on Edens,4.7,"2,364 reviews",https://www.cars.com/vehicledetail/8dc34b28-4bfa-4cc0-966b-09dcd07c4c75/
2020 Mercedes-Benz E-Class E 350,"20,960 mi.","$42,640",Mercedes-Benz of Laguna Niguel,4.7,"1,790 reviews",https://www.cars.com/vehicledetail/f3a0d329-abe1-458c-a260-ff90aaef74e8/
2020 Mercedes-Benz S-Class S 450,"36,153 mi.","$61,798",Autobahn Motors,4.8,992 reviews,https://www.cars.com/vehicledetail/6d85bd63-1ac7-4c38-8597-0a39b6376381/
2021 Mercedes-Benz E-Class E 450,"2,934 mi.","$65,998",Mercedes-Benz of South Bay,4.5,"1,773 reviews",https://www.cars.com/vehicledetail/7d6c3111-d764-4511-98ba-fe92bb2c433c/
2023 Mercedes-Benz AMG G 63 4MATIC,"1,207 mi.","$229,900",Mercedes-Benz of Melbourne,sds-rating--not-rated,177 reviews,https://www.cars.com/vehicledetail/7d6e9b3c-567c-4a9c-99a5-6a5345c6d6f0/
2018 Mercedes-Benz C-Class C 300,"46,333 mi.","$23,992",Kunes Hyundai of Sycamore,3.1,67 reviews,https://www.cars.com/vehicledetail/4921c642-ea6a-4bc9-bd53-efbec4f9c9fa/
2022 Mercedes-Benz GLC 300 4MATIC,"4,438 mi.","$42,496",Mercedes-Benz of Warwick,4.8,263 reviews,https://www.cars.com/vehicledetail/9ff25685-9db2-40ea-a012-ddbae60ade56/
2018 Mercedes-Benz AMG C 63 S,"42,502 mi.","$60,988",Mercedes-Benz of Walnut Creek,4.5,"1,009 reviews",https://www.cars.com/vehicledetail/8cf77a81-cdee-4edd-bb0d-5981acafcf3c/
2023 Mercedes-Benz GLA 250 Base 4MATIC,738 mi.,"$45,293",Mercedes-Benz Of Bedford,4.7,483 reviews,https://www.cars.com/vehicledetail/efccb233-0b08-4b9e-acad-9ddc2e9adbdb/
2021 Mercedes-Benz C-Class C 300,"27,790 mi.","$43,000",Mercedes-Benz of Plano,4.7,"1,818 reviews",https://www.cars.com/vehicledetail/4b517866-495d-42b3-8c17-24da2555ca8e/
2022 Mercedes-Benz GLE 350 Base,"9,368 mi.","$65,200",Mercedes-Benz of Fayetteville,4.8,"1,240 reviews",https://www.cars.com/vehicledetail/944204f5-f6c7-4c95-822a-c3e5acea5288/
2022 Mercedes-Benz S-Class S 500 4MATIC,"7,763 mi.","$93,893",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/31867d2d-85f2-4d10-bd06-bcce91f2b7fc/
2020 Mercedes-Benz GLA 250 Base 4MATIC,"20,127 mi.","$34,881",Euro Motorcars Bethesda,4.6,597 reviews,https://www.cars.com/vehicledetail/d33572b6-55b5-49c4-bb3c-0f1bdc32ed86/
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"24,781 mi.","$62,498",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/8191ff9c-d181-4e87-b3a4-d6b40322b13d/
2019 Mercedes-Benz E-Class E 300,"21,649 mi.","$36,777",Len Stoler Hyundai,sds-rating--not-rated,0 reviews,https://www.cars.com/vehicledetail/cdbb463b-f6f9-43cb-9973-2559676b70d6/
2023 Mercedes-Benz C-Class C 300,729 mi.,"$47,777",Mercedes-Benz of Miami,4.4,"1,336 reviews",https://www.cars.com/vehicledetail/163bbee0-f72f-44aa-bc56-1ebc7fb04da9/
2020 Mercedes-Benz GLA 250 Base,"22,235 mi.","$29,987",Mercedes-Benz of San Francisco / Smart Center San Francisco,sds-rating--not-rated,62 reviews,https://www.cars.com/vehicledetail/f8ee4aef-1f47-45d1-9aad-bb2132028739/
2019 Mercedes-Benz E-Class E 300 4MATIC,"46,100 mi.","$35,863",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/28b0642e-8ae2-4a35-8e65-cba1ab20d438/
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,023 mi.","$47,775",Loeber Motors Inc.,4.3,540 reviews,https://www.cars.com/vehicledetail/b178d0a2-d802-4ed3-9219-97e83a339412/
2021 Mercedes-Benz GLC 300 Base 4MATIC,"51,191 mi.","$37,400",Mercedes-Benz of Wilkes-Barre,4.5,277 reviews,https://www.cars.com/vehicledetail/e87027f3-069f-4e12-9119-7dac4835ff65/
2018 Mercedes-Benz G-Class G 550 4MATIC,"35,071 mi.","$98,997",Coppus Motors,4.7,98 reviews,https://www.cars.com/vehicledetail/5253db82-8bcb-422b-9e9b-895e8aac0eca/
2019 Mercedes-Benz E-Class E 300,"26,241 mi.","$35,998",Husker Auto Group,sds-rating--not-rated,22 reviews,https://www.cars.com/vehicledetail/2d8302d2-bca2-4989-9d68-0b5c70739d3a/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"35,679 mi.","$32,495",Mercedes-Benz of State College,sds-rating--not-rated,2 reviews,https://www.cars.com/vehicledetail/0d85f88c-0b48-4e05-bf23-18c31916a5fd/
2019 Mercedes-Benz C-Class ,"17,300 mi.","$36,985",Carlton Motorcars,4.8,653 reviews,https://www.cars.com/vehicledetail/34421c1b-9cd1-4905-a246-7f268f7422e4/
2020 Mercedes-Benz GLC 350e Base 4MATIC,"36,465 mi.","$39,987",Mercedes-Benz of San Francisco / Smart Center San Francisco,sds-rating--not-rated,62 reviews,https://www.cars.com/vehicledetail/19fa4370-9d42-4429-8333-af4aca922e76/
2020 Mercedes-Benz E-Class E 350 4MATIC,"5,563 mi.","$46,510",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/5065c266-1349-45e3-b84b-1cfb408b54b9/
2020 Mercedes-Benz GLB 250 Base,"14,222 mi.","$37,986",Mercedes-Benz of Georgetown,4.5,437 reviews,https://www.cars.com/vehicledetail/ce2d7c78-38e3-4cc2-86e4-842777f58691/
2019 Mercedes-Benz C-Class C 300 4MATIC,"40,194 mi.","$31,979",Mercedes-Benz Of Tacoma,4.1,"3,249 reviews",https://www.cars.com/vehicledetail/cd039964-616b-44a9-b39e-39bdff5a75a4/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"21,018 mi.","$38,500",Mercedes-Benz of Fredericksburg,4.7,427 reviews,https://www.cars.com/vehicledetail/0107662e-0807-4106-9a15-b4c9a7b195aa/
2020 Mercedes-Benz E-Class E 350,"42,629 mi.","$38,999",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/697dc7b9-456d-4ab3-9be5-818a3a89b282/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"57,865 mi.","$32,976",Mercedes-Benz Of Athens,4.2,275 reviews,https://www.cars.com/vehicledetail/ebda735f-991a-47bd-8a15-84530b947817/
2023 Mercedes-Benz EQS 580 Base 4MATIC,"1,206 mi.","$118,000",Mercedes-Benz of Hilton Head,4.6,308 reviews,https://www.cars.com/vehicledetail/ca641451-3457-42cf-a6f3-dcd7e534da62/
2018 Mercedes-Benz S-Class S 560 4MATIC,"34,412 mi.","$63,881",Euro Motorcars Bethesda,4.6,597 reviews,https://www.cars.com/vehicledetail/cc1fc6cf-f85b-4ef6-8633-b0b8e44732bd/
2019 Mercedes-Benz C-Class C 300 4MATIC,"15,903 mi.","$33,879",Mercedes-Benz of Georgetown,4.5,437 reviews,https://www.cars.com/vehicledetail/b3609bb5-84d3-4f24-9af6-b9240d06f4e8/
2021 Mercedes-Benz GLS 450 4MATIC,"40,727 mi.","$69,955",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/6a407ff8-627f-4e84-affa-d72ce502c524/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"22,093 mi.","$36,580",Mercedes-Benz of Edison,5.0,"3,831 reviews",https://www.cars.com/vehicledetail/a79ca592-be88-4969-b448-defd53a58b76/
2020 Mercedes-Benz GLC 300 4MATIC Coupe,"29,731 mi.","$45,988",Mercedes-Benz of Stevens Creek,4.6,"2,149 reviews",https://www.cars.com/vehicledetail/c4555da4-6acf-421e-a8b1-81d473cd61e4/
2017 Mercedes-Benz C-Class C 300,"33,767 mi.","$33,018",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/12325a8b-de03-4c5f-a2d8-1e3ada1d959c/
2019 Mercedes-Benz SL 450 Base,"20,548 mi.","$70,000",Mercedes-Benz of Laguna Niguel,4.7,"1,790 reviews",https://www.cars.com/vehicledetail/57c6ccda-89dd-4d32-bbd1-d82a8e7e2989/
